117.0202,27802.7,0,12180
117.5466,23304.5,0,12180
130.1099,125626.6,1,12180
131.1134,119265.4,1,12180
134.0267,54718.8,0,12180
135.0304,143486.5,0,12180
138.0661,111920.9,0,12180
147.1126,26292.8,0,12180
148.1165,29359.3,0,12180
161.0741,49471.5,0,12180
162.0774,60951.3,0,12180
166.0609,29178.1,0,12180
178.1334,226344.4,0,12180
179.0849,502712,0,12180
180.0882,870057.9,1,12180
181.0906,30354.1,1,12180
206.1286,57850,0,12180
212.5971,34620.7,0,12180
212.6074,45612.6,0,12180
212.6178,387619.8,0,12180
212.6332,960010.9,0,12180
212.6441,419566.8,0,12180
212.6532,352784.2,0,12180
212.6623,211834,0,12180
212.6712,98291.7,0,12180
223.1551,2070178.3,0,12180
224.1587,62092.7,0,12180
226.1182,63041,0,12180
251.1499,2936183.3,1,12180
252.154,222541.1,1,12180
267.1979,26102.9,0,12180
293.8065,28389.4,0,12180
295.4556,24611,0,12180
303.6743,325280.2,0,12180
303.6956,80384.2,0,12180
306.1155,26294.9,0,12180
322.2843,28720.1,0,12180
328.1856,35196,0,12180
329.2186,268123.4,1,12180
330.2209,163752.8,1,12180
332.2076,1012229.2,1,12180
333.2114,106092.9,1,12180
340.1606,56842.4,0,12180
350.2181,589027.4,1,12180
351.2207,50889.4,1,12180
362.1927,175826.1,0,12180
378.1909,26075.7,0,12180
382.1344,57010.1,0,12180
433.3817,25998,0,12180
442.3021,122686,1,12180
443.3051,110350.1,1,12180
445.2312,36722.9,0,12180
445.304,25194.9,0,12180
447.234,49532.7,0,12180
453.2438,145732.3,0,12180
458.295,26170.7,0,12180
465.21,52961.6,0,12180
465.2452,947346.6,1,12180
466.2501,89172.5,1,12180
481.2043,37632.5,0,12180
490.2881,57882.3,0,12180
495.2196,93924.4,0,12180
508.2991,445437.3,1,12180
509.3055,29007.9,1,12180
523.2487,26990.8,0,12180
548.2792,39577.9,0,12180
549.2614,33578.7,0,12180
566.2911,249988.6,0,12180
566.3346,30406.6,0,12180
568.665,27966.4,0,12180
576.2758,50349.7,0,12180
594.2881,1279011.4,1,12180
595.2908,207706.9,1,12180
603.3745,49810.9,0,12180
621.3818,219552.9,0,12180
669.4276,34282.8,0,12180
670.4335,41174.2,0,12180
683.3008,31233.8,0,12180
712.4362,191655.7,0,12180
721.8845,31852.8,0,12180
722.3879,29743,0,12180
734.4606,27632.6,0,12180
744.4182,195873.6,2,12180
744.916,279977,2,12180
745.4198,200667.3,2,12180
768.9025,55563.4,0,12180
769.4045,63149.8,0,12180
796.3804,106577.3,0,12180
811.4202,34122.8,0,12180
819.3991,131553,1,12180
820.402,34181.3,1,12180
824.9491,175050.5,2,12180
825.4493,117278.4,2,12180
830.5001,45733.5,0,12180
833.9549,249543.7,2,12180
834.4548,339626.2,2,12180
848.5093,55834,0,12180
849.4867,120545.6,0,12180
888.4231,29551.7,0,12180
894.5414,467323,1,12180
895.5432,423976.7,1,12180
896.5494,144118.3,1,12180
933.4408,168504.5,0,12180
943.513,126158.2,1,12180
944.5164,121216,1,12180
1006.5677,35507.9,0,12180
1010.5526,102262.1,0,12180
1018.527,34807.9,0,12180
1023.5746,108940.3,0,12180
1024.5875,62520.9,0,12180
1029.4897,39917.9,0,12180
1046.5281,404044.5,1,12180
1047.5276,139392.1,1,12180
1055.6079,308125.8,1,12180
1056.6021,128639.9,1,12180
1073.6216,503104.6,1,12180
1074.6298,190214.9,1,12180
1075.6346,34809.3,1,12180
1138.6039,108999.9,1,12180
1139.6139,196045.3,1,12180
1140.6206,37436.3,1,12180
1141.6023,41315.4,1,12180
1159.6127,501249.9,1,12180
1160.6144,216139.3,1,12180
1184.6534,62327.6,0,12180
1187.578,44152.5,0,12180
1188.5869,31888.7,0,12180
1192.621,116069.3,0,12180
1202.6621,56997.9,0,12180
1203.6635,43264.1,0,12180
1237.6763,291904.8,1,12180
1238.6827,269947.5,1,12180
1239.6863,127607,1,12180
1286.6655,47847.9,1,12180
1287.6584,120212.7,1,12180
1288.6862,34942.7,0,12180
1299.6791,103687.9,0,12180
1305.7179,322731.1,1,12180
1306.7125,94990.8,1,12180
1317.6892,186018.2,1,12180
1318.6903,63059.7,1,12180
1350.941,30688.2,0,12180
1351.7648,47695.3,0,12180
1398.7433,179668.3,1,12180
1399.7535,36118.1,1,12180
1416.765,229669.1,1,12180
1417.7645,185783,1,12180
1430.7672,314100.1,1,12180
1431.7672,128959.4,1,12180
1442.7581,37579.4,0,12180
1479.73,54925.9,0,12180
1480.7334,38775.6,0,12180
1487.8179,156114.8,1,12180
1488.8217,222372.3,1,12180
1489.8267,97958.5,1,12180
1492.7305,33739.6,0,12180
1536.7927,109212,1,12180
1537.7997,173097,1,12180
1538.7938,34051.5,1,12180
1566.3322,33538,0,12180
1591.8269,138205.8,0,12180
1592.8489,47684,0,12180
1609.842,44879.1,0,12180
1610.8618,37113.9,0,12180
